# Program:featureCounts v1.6.3; Command:"/usr/local/bin/featureCounts" "-p" "-a" "/scratch/10819/styu/MW_multiQC/peaks/final/H3K27ac_filt_iter.saf" "-F" "SAF" "-o" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac_iter_counts.txt" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam
chr18:36658571-36659072	chr18	36658571	36659072	.	502	7	10	4	0	0	8	5	15	17	3	8	0	5	18	4	2	5	0	7	7	6	2	7	4	2	4	1	2	4	6
chr18:36670780-36671281	chr18	36670780	36671281	.	502	8	4	2	6	1	35	2	2	10	5	24	10	8	17	15	3	4	4	16	2	11	6	10	6	8	4	0	15	8	5
chr18:36693907-36694408	chr18	36693907	36694408	.	502	3	6	6	7	1	12	5	8	32	10	25	6	2	20	3	7	8	9	14	11	5	7	1	5	14	5	5	4	9	4
chr18:36697792-36698293	chr18	36697792	36698293	.	502	1	2	3	4	5	11	9	5	6	7	12	2	2	19	4	3	4	0	8	3	5	2	0	1	4	3	5	2	4	4
chr18:36702394-36702895	chr18	36702394	36702895	.	502	6	10	11	6	13	13	15	1	12	7	10	8	16	10	4	3	7	3	10	9	6	8	8	3	0	8	0	1	6	3
chr18:36704858-36705359	chr18	36704858	36705359	.	502	16	6	6	4	2	3	9	24	28	6	14	8	13	29	3	11	17	2	36	10	15	13	6	9	12	15	10	11	8	10
chr18:36705583-36706084	chr18	36705583	36706084	.	502	17	8	10	8	15	24	21	2	6	2	8	6	12	6	4	4	14	3	35	11	19	17	15	15	9	12	2	12	9	10
chr18:36706224-36706725	chr18	36706224	36706725	.	502	11	9	9	6	7	28	30	13	11	6	15	4	0	4	2	7	18	6	40	16	12	22	5	17	7	21	8	28	10	7
chr18:36711768-36712269	chr18	36711768	36712269	.	502	87	41	59	35	41	152	174	48	51	61	50	6	10	35	6	15	81	40	169	34	45	61	34	80	36	134	14	108	53	31
chr18:36714190-36714691	chr18	36714190	36714691	.	502	7	2	2	5	1	5	6	13	8	2	7	4	7	4	6	1	11	1	6	4	3	3	2	1	0	1	6	1	5	3
chr18:36719602-36720103	chr18	36719602	36720103	.	502	22	16	30	17	13	61	31	14	27	9	19	0	10	14	9	17	45	18	63	13	20	23	14	48	25	44	1	52	20	11
chr18:36722727-36723228	chr18	36722727	36723228	.	502	19	4	14	8	9	15	5	7	15	11	7	6	1	17	3	2	9	1	8	6	9	13	10	7	4	1	4	0	11	6
chr18:36728624-36729125	chr18	36728624	36729125	.	502	12	14	8	9	4	26	29	10	7	15	17	6	6	7	4	14	10	5	31	3	7	10	5	28	3	22	3	7	7	6
chr18:36729141-36729642	chr18	36729141	36729642	.	502	4	7	8	3	1	24	8	2	9	10	13	4	12	11	5	0	11	6	15	11	4	11	6	2	8	9	6	5	7	8
chr18:36734478-36734979	chr18	36734478	36734979	.	502	3	2	4	8	4	5	2	3	5	3	9	7	15	14	1	2	6	7	4	7	9	5	11	6	10	3	1	4	4	3
chr18:36744289-36744790	chr18	36744289	36744790	.	502	21	18	22	15	15	20	27	14	27	17	32	5	13	45	21	7	28	7	19	13	18	11	10	18	14	21	15	21	10	4
chr18:36745996-36746497	chr18	36745996	36746497	.	502	5	5	9	6	6	11	13	2	18	5	8	4	11	9	8	1	9	2	23	1	4	4	5	0	6	2	4	5	4	4
chr18:36752942-36753443	chr18	36752942	36753443	.	502	27	19	30	34	35	49	59	28	25	40	20	0	12	15	3	9	55	14	97	13	24	18	23	46	38	37	9	42	15	13
chr18:36753535-36754036	chr18	36753535	36754036	.	502	11	15	4	10	19	16	24	22	6	5	9	0	1	4	1	2	8	0	11	2	3	4	1	2	7	12	2	10	5	2
chr18:36756980-36757481	chr18	36756980	36757481	.	502	23	6	9	24	12	27	31	9	19	17	13	1	4	16	6	2	22	8	27	13	14	14	10	13	10	20	18	18	7	7
chr18:36760935-36761436	chr18	36760935	36761436	.	502	11	13	15	11	6	19	1	3	14	14	7	0	33	10	15	2	8	7	4	6	9	9	12	14	9	5	5	7	10	4
chr18:36772807-36773308	chr18	36772807	36773308	.	502	14	24	13	7	5	21	16	2	1	6	4	0	11	5	8	5	14	11	20	18	11	16	15	9	4	12	9	14	7	4
chr18:36773538-36774039	chr18	36773538	36774039	.	502	21	21	40	3	7	10	9	5	24	7	15	5	2	15	4	10	31	19	23	19	17	32	18	24	34	26	4	17	19	19
chr18:36775215-36775716	chr18	36775215	36775716	.	502	2	5	2	2	0	4	2	3	4	4	6	0	1	7	14	0	8	5	2	2	6	5	4	1	9	3	3	2	4	1
chr18:36781535-36782036	chr18	36781535	36782036	.	502	1	3	10	0	2	22	1	0	13	4	2	0	5	6	4	2	6	7	5	7	3	13	0	13	5	3	15	11	3	3
chr18:36784693-36785194	chr18	36784693	36785194	.	502	10	7	11	0	2	16	13	1	9	7	8	1	2	11	1	1	7	3	12	3	1	5	6	1	8	0	5	3	2	6
chr18:36786580-36787081	chr18	36786580	36787081	.	502	46	20	37	20	34	33	14	30	8	23	6	6	8	9	8	21	32	28	40	23	21	19	25	23	25	55	20	15	14	28
chr18:36798868-36799369	chr18	36798868	36799369	.	502	6	5	10	4	0	4	8	0	7	2	8	4	6	2	9	6	5	2	6	5	3	6	5	3	7	2	7	5	5	3
chr18:36814107-36814608	chr18	36814107	36814608	.	502	4	6	1	9	5	5	0	3	0	1	1	5	5	1	0	2	3	9	0	1	4	3	0	0	0	0	6	0	4	3
chr18:36814928-36815429	chr18	36814928	36815429	.	502	30	17	10	13	13	18	6	17	11	12	24	6	0	8	14	8	38	20	20	13	12	19	12	27	13	40	21	30	12	8
chr18:36815949-36816450	chr18	36815949	36816450	.	502	2	1	3	2	5	12	1	0	6	1	5	18	5	3	0	5	2	5	0	2	1	7	6	1	10	2	1	0	2	4
chr18:36828348-36828849	chr18	36828348	36828849	.	502	47	42	58	26	40	77	114	33	69	29	61	39	31	35	40	21	63	40	101	38	43	40	41	69	54	51	33	93	30	30
chr18:36829226-36829727	chr18	36829226	36829727	.	502	57	54	54	44	32	79	64	44	100	41	64	42	53	71	63	29	80	30	109	37	68	76	52	62	46	68	54	89	43	27
chr18:37252672-37253173	chr18	37252672	37253173	.	502	2	3	0	2	5	1	4	0	0	1	3	9	6	7	4	4	1	0	3	5	1	1	2	0	4	0	0	4	1	1
chr18:37253418-37253919	chr18	37253418	37253919	.	502	6	2	10	9	5	6	5	0	5	6	10	31	7	11	6	1	10	7	13	3	4	10	1	10	12	12	0	6	5	4
chr18:37255651-37256152	chr18	37255651	37256152	.	502	0	0	3	2	2	4	2	3	0	2	5	22	3	2	11	0	2	1	0	1	5	2	0	6	4	0	2	3	1	3
chr18:37297783-37298284	chr18	37297783	37298284	.	502	2	0	2	1	0	13	3	0	9	2	4	0	3	4	3	1	7	1	8	5	2	10	3	17	0	3	1	14	3	6
chr18:37298357-37298858	chr18	37298357	37298858	.	502	3	3	6	1	4	8	9	10	5	3	2	1	0	6	1	4	3	7	3	1	3	11	6	3	7	3	0	7	2	3
chr18:37299431-37299932	chr18	37299431	37299932	.	502	47	45	41	34	30	103	84	75	28	58	25	14	8	13	7	17	40	35	23	24	22	39	53	52	68	85	22	42	27	25
chr18:37429160-37429661	chr18	37429160	37429661	.	502	2	2	3	0	1	8	7	5	1	1	0	11	10	4	2	3	4	2	1	3	4	7	1	11	1	1	2	1	1	4
chr18:37538898-37539399	chr18	37538898	37539399	.	502	3	5	6	0	1	9	7	0	8	4	2	9	6	4	12	4	2	2	5	2	4	3	4	4	9	3	1	7	1	2
chr18:37546284-37546785	chr18	37546284	37546785	.	502	3	3	0	4	1	0	12	0	4	2	4	15	26	1	2	0	1	2	3	1	2	3	4	2	3	2	0	4	1	4
chr18:37668620-37669121	chr18	37668620	37669121	.	502	0	0	0	0	0	0	3	1	1	0	1	22	2	7	0	0	1	2	5	0	0	6	0	1	1	6	1	0	0	0
chr18:38007840-38008341	chr18	38007840	38008341	.	502	14	9	12	9	15	21	15	19	7	11	6	5	0	2	1	5	1	10	7	2	4	3	4	4	7	9	6	6	2	2
chr18:38025221-38025722	chr18	38025221	38025722	.	502	0	1	0	6	0	7	3	8	2	0	2	22	1	2	14	0	1	5	0	1	0	1	3	1	1	5	1	6	1	1
chr18:38174403-38174904	chr18	38174403	38174904	.	502	9	8	11	10	17	18	18	10	6	7	9	0	4	11	2	3	15	1	27	13	14	7	9	10	11	10	9	13	1	6
chr18:38181681-38182182	chr18	38181681	38182182	.	502	15	8	1	5	2	16	0	0	0	3	1	0	3	0	3	4	13	0	12	10	6	7	3	1	0	6	2	1	2	2
chr18:38301570-38302071	chr18	38301570	38302071	.	502	7	11	4	15	12	21	3	7	6	11	9	32	0	0	5	0	4	7	3	0	3	0	2	2	4	3	2	0	1	0
chr18:38308538-38309039	chr18	38308538	38309039	.	502	1	7	2	0	22	0	0	1	0	0	0	8	0	0	0	2	0	0	0	0	1	0	0	1	1	0	7	4	3	0
chr18:38312947-38313448	chr18	38312947	38313448	.	502	1	4	3	0	11	18	5	0	4	7	2	8	0	1	0	8	5	14	9	1	6	2	0	3	10	4	9	3	0	0
chr18:38313467-38313968	chr18	38313467	38313968	.	502	31	23	28	24	51	32	38	24	9	16	9	11	4	0	10	4	16	18	25	5	12	21	15	26	20	34	36	27	15	23
chr18:38448114-38448615	chr18	38448114	38448615	.	502	11	16	5	19	12	7	8	32	16	18	0	10	4	1	7	4	6	11	6	3	9	3	16	5	0	13	12	7	3	10
chr18:38450653-38451154	chr18	38450653	38451154	.	502	2	13	2	15	16	56	19	9	28	25	3	26	3	8	10	6	6	10	12	2	8	6	10	0	1	4	8	0	1	5
chr18:38458673-38459174	chr18	38458673	38459174	.	502	14	12	18	10	37	72	23	29	14	13	6	5	0	12	2	11	27	17	30	16	21	14	11	23	8	12	12	13	9	6
chr18:38608687-38609188	chr18	38608687	38609188	.	502	1	3	3	6	9	0	1	0	0	0	0	0	1	0	0	1	0	2	0	2	2	0	0	1	4	0	0	0	2	1
chr18:38609393-38609894	chr18	38609393	38609894	.	502	11	8	7	9	19	3	0	6	0	13	5	0	0	6	0	0	8	3	8	5	3	5	1	12	6	9	1	0	2	4
chr18:38611021-38611522	chr18	38611021	38611522	.	502	30	13	41	7	19	21	26	11	11	20	9	12	1	13	8	7	56	21	30	18	24	24	22	25	8	26	20	29	19	11
chr18:38663487-38663988	chr18	38663487	38663988	.	502	24	17	29	9	21	19	33	16	2	12	5	0	0	12	2	10	22	5	30	13	9	5	20	4	14	10	22	12	9	5
chr18:38664885-38665386	chr18	38664885	38665386	.	502	18	2	5	1	6	3	0	7	1	4	9	0	5	11	6	3	8	1	5	7	7	12	3	2	9	5	4	6	3	5
chr18:39039994-39040495	chr18	39039994	39040495	.	502	0	0	0	0	2	0	0	0	0	0	0	7	4	3	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1
chr18:39414202-39414703	chr18	39414202	39414703	.	502	2	2	2	4	5	26	19	4	12	10	12	4	0	3	1	1	0	5	3	2	0	4	0	1	2	0	4	1	0	0
chr18:39455135-39455636	chr18	39455135	39455636	.	502	7	1	9	2	3	22	21	0	41	8	57	4	7	25	20	2	37	11	14	4	3	12	10	18	1	20	12	11	5	6
chr18:39772115-39772616	chr18	39772115	39772616	.	502	46	25	27	6	28	7	4	14	6	2	12	3	1	6	1	4	68	55	81	13	32	19	16	36	25	57	17	81	24	15
chr18:39772633-39773134	chr18	39772633	39773134	.	502	2	3	0	2	2	0	2	2	5	0	2	0	2	5	0	0	7	8	2	3	2	2	3	3	3	2	0	0	6	1
chr18:39946550-39947051	chr18	39946550	39947051	.	502	17	17	18	36	46	92	64	73	64	62	43	110	10	60	43	10	17	7	14	4	9	9	7	9	28	14	32	22	7	16
chr18:40215838-40216339	chr18	40215838	40216339	.	502	0	2	0	1	6	8	3	2	4	13	3	5	0	14	28	2	0	0	1	0	0	5	0	0	2	0	8	0	0	4
chr18:40249630-40250131	chr18	40249630	40250131	.	502	7	6	5	4	16	28	22	12	15	27	7	5	0	7	6	9	4	5	15	5	4	1	3	4	2	7	7	7	3	5
chr18:40431050-40431551	chr18	40431050	40431551	.	502	14	7	8	9	19	27	15	5	4	7	8	6	0	9	9	7	9	3	24	6	13	8	6	16	4	19	3	2	7	9
chr18:40431621-40432122	chr18	40431621	40432122	.	502	17	3	11	9	12	27	13	7	7	9	6	0	1	5	3	9	4	8	15	10	5	6	7	1	7	6	7	4	7	10
chr18:40437462-40437963	chr18	40437462	40437963	.	502	79	30	55	39	64	92	81	33	20	40	23	19	5	26	14	14	93	30	233	29	36	38	19	34	32	50	51	75	23	17
chr18:40438062-40438563	chr18	40438062	40438563	.	502	13	8	7	8	12	23	4	9	3	7	8	0	1	14	4	4	7	2	17	9	5	6	10	5	3	2	9	8	8	3
chr18:40672590-40673091	chr18	40672590	40673091	.	502	13	9	13	19	23	2	4	10	1	3	7	5	4	1	2	6	12	18	6	6	7	5	11	26	1	16	7	14	6	9
chr18:40778593-40779094	chr18	40778593	40779094	.	502	8	2	2	4	6	2	0	4	2	2	1	0	0	0	0	0	0	0	0	0	2	2	1	0	2	2	2	0	3	3
chr18:40866143-40866644	chr18	40866143	40866644	.	502	0	0	1	9	11	11	14	19	7	4	5	19	0	10	19	0	2	2	0	0	2	1	0	0	0	2	0	0	0	0
chr18:40868048-40868549	chr18	40868048	40868549	.	502	6	8	2	20	9	82	65	26	14	33	21	27	5	18	7	4	4	11	8	1	1	6	4	5	22	12	23	5	8	4
chr18:40895497-40895998	chr18	40895497	40895998	.	502	7	4	10	0	13	1	0	0	2	1	0	10	6	0	0	2	13	5	4	3	1	0	5	9	4	23	15	2	5	1
chr18:40944355-40944856	chr18	40944355	40944856	.	502	0	3	1	6	6	7	0	3	2	1	0	5	8	8	1	1	1	0	0	1	2	0	2	2	0	0	0	0	1	0
chr18:40945682-40946183	chr18	40945682	40946183	.	502	7	0	2	7	5	6	13	1	16	8	5	50	13	4	14	1	6	2	4	3	5	3	0	4	5	9	3	0	0	0
chr18:40948351-40948852	chr18	40948351	40948852	.	502	0	0	1	3	3	2	2	4	2	2	1	2	7	0	9	1	0	0	0	2	0	2	0	0	0	2	1	10	0	0
chr18:41053759-41054260	chr18	41053759	41054260	.	502	5	2	4	15	6	3	0	6	3	1	1	2	1	2	2	5	3	6	4	3	2	2	0	0	2	7	13	1	7	1
chr18:41075018-41075519	chr18	41075018	41075519	.	502	40	14	21	14	28	24	11	6	5	12	11	16	0	20	14	6	19	7	10	9	5	17	11	18	8	25	10	8	13	9
chr18:41076968-41077469	chr18	41076968	41077469	.	502	29	9	27	2	0	41	14	4	0	4	9	0	1	7	2	1	22	6	4	10	1	16	6	25	3	23	3	1	13	4
chr18:41391950-41392451	chr18	41391950	41392451	.	502	6	8	4	22	1	19	6	12	12	2	2	2	3	5	9	1	8	0	9	6	6	4	3	10	17	0	10	0	4	8
chr18:41525238-41525739	chr18	41525238	41525739	.	502	2	4	4	0	5	4	2	3	1	1	0	4	2	4	4	1	1	5	10	0	5	3	2	5	0	2	13	9	9	2
chr18:41553364-41553865	chr18	41553364	41553865	.	502	14	8	4	10	9	13	9	0	8	7	6	5	2	8	7	9	14	0	5	10	8	11	2	3	3	10	10	11	6	3
chr18:41604154-41604655	chr18	41604154	41604655	.	502	5	8	3	10	7	9	4	8	7	8	3	3	0	0	3	7	7	4	1	1	1	3	8	5	3	4	1	10	5	1
chr18:41604959-41605460	chr18	41604959	41605460	.	502	20	8	10	16	42	15	6	15	2	14	5	0	5	10	2	9	25	10	60	9	10	7	25	36	6	32	6	46	4	4
chr18:41687428-41687929	chr18	41687428	41687929	.	502	8	7	6	6	8	7	0	5	9	2	4	0	6	8	4	6	16	8	15	4	8	6	2	6	1	11	20	13	6	5
chr18:41690600-41691101	chr18	41690600	41691101	.	502	42	20	35	25	28	31	24	22	12	9	11	9	1	4	9	10	63	13	67	22	28	16	17	52	19	44	38	21	15	8
chr18:41703722-41704223	chr18	41703722	41704223	.	502	4	2	1	0	9	18	6	4	2	4	5	0	0	1	1	2	0	0	0	0	0	0	0	2	1	2	0	2	3	1
chr18:41714837-41715338	chr18	41714837	41715338	.	502	16	13	4	22	23	39	17	25	5	16	5	7	13	3	4	6	23	11	41	7	12	14	18	10	16	14	42	9	9	6
chr18:41715357-41715858	chr18	41715357	41715858	.	502	16	6	11	3	7	33	19	7	0	5	5	5	0	8	0	5	2	11	36	4	15	12	3	3	5	9	11	19	8	4
chr18:41715967-41716468	chr18	41715967	41716468	.	502	0	0	2	0	1	0	5	1	4	3	1	5	5	1	0	0	1	7	4	3	1	3	1	0	0	0	0	7	2	7
chr18:41716727-41717228	chr18	41716727	41717228	.	502	10	2	3	2	4	16	8	3	1	0	6	0	1	11	4	2	4	6	10	0	6	6	1	4	9	3	3	3	2	2
chr18:41719969-41720470	chr18	41719969	41720470	.	502	3	9	4	4	8	17	10	10	5	3	4	12	1	4	3	3	3	12	12	6	4	4	12	3	8	4	8	6	1	10
chr18:41721026-41721527	chr18	41721026	41721527	.	502	65	41	28	55	47	23	25	14	15	26	15	0	1	16	9	18	34	58	129	25	52	38	43	42	59	31	49	111	24	23
chr18:41745371-41745872	chr18	41745371	41745872	.	502	8	8	11	18	16	18	22	7	3	7	2	1	4	8	2	4	23	9	34	11	7	13	4	17	18	22	18	24	3	7
chr18:41871354-41871855	chr18	41871354	41871855	.	502	2	0	1	5	3	22	1	10	6	14	2	4	0	0	4	1	1	1	2	0	2	3	0	0	0	2	1	0	1	0
chr18:41940392-41940893	chr18	41940392	41940893	.	502	58	17	28	19	33	24	12	34	3	22	10	14	1	6	0	10	21	20	24	10	10	27	18	33	28	52	26	24	25	16
chr18:41955029-41955530	chr18	41955029	41955530	.	502	28	44	73	37	37	56	77	25	23	36	28	26	28	18	13	17	45	21	101	24	34	45	29	79	22	79	20	87	20	19
chr18:41955616-41956117	chr18	41955616	41956117	.	502	23	4	17	17	14	35	11	13	26	17	8	14	17	13	16	3	8	9	11	20	25	11	7	20	10	10	24	18	10	7
chr18:41965833-41966334	chr18	41965833	41966334	.	502	14	17	8	22	31	23	15	17	5	24	9	16	2	17	1	8	6	12	17	5	9	4	11	3	6	2	17	7	12	8
chr18:41966845-41967346	chr18	41966845	41967346	.	502	13	0	5	12	13	11	5	19	7	12	6	8	5	7	4	3	7	2	9	2	12	11	4	7	8	9	10	4	4	2
chr18:41969892-41970393	chr18	41969892	41970393	.	502	14	25	14	23	26	17	5	15	1	9	4	5	2	5	9	5	18	3	42	14	19	9	22	23	13	47	11	25	11	14
chr18:41992004-41992505	chr18	41992004	41992505	.	502	6	5	6	13	6	24	12	6	4	3	4	12	0	5	6	4	4	2	3	3	4	5	1	2	4	3	6	0	4	3
chr18:42050463-42050964	chr18	42050463	42050964	.	502	0	0	3	0	3	9	9	9	9	2	8	15	0	9	8	1	1	2	2	0	2	1	0	0	1	0	0	0	1	0
chr18:42053183-42053684	chr18	42053183	42053684	.	502	3	6	0	22	2	22	17	8	5	3	2	6	3	4	0	1	5	1	3	3	4	1	5	10	4	6	6	6	3	0
chr18:42154991-42155492	chr18	42154991	42155492	.	502	4	14	10	11	42	12	21	3	1	2	5	0	0	0	0	1	39	7	42	3	2	2	6	19	3	32	9	21	0	4
chr18:42192819-42193320	chr18	42192819	42193320	.	502	4	0	0	7	1	5	15	16	1	3	1	4	1	6	0	3	0	2	0	1	0	0	2	0	4	5	4	1	0	0
